time flux flux_rms
54552.14 1.0203 0.0044
54552.16 1.0052 0.0043
54552.82 1.0098 0.0038
54552.84 1.0098 0.0048
54552.86 1.0158 0.0053
54552.88 1.0165 0.0049
54552.90 1.0172 0.0048
54552.92 1.0081 0.0053
54552.94 0.9972 0.0047
54552.96 1.0054 0.0052
54552.98 1.0118 0.0054
54553.00 0.9893 0.0055
54553.02 0.9989 0.0053
54553.04 0.9713 0.0062
54553.06 0.9787 0.0065
54553.08 0.9671 0.0074
54553.10 0.9620 0.0053
54553.12 0.9578 0.0049
54553.14 0.9669 0.0040
54553.16 0.9598 0.0045
54553.82 0.9886 0.0042
54553.84 0.9861 0.0036
54553.86 0.9907 0.0035
54553.88 0.9962 0.0037
54553.90 0.9970 0.0042
54553.92 0.9988 0.0047
54553.94 1.0046 0.0049
54553.96 0.9984 0.0050
54553.98 0.9962 0.0050
54554.00 0.9993 0.0050
54554.02 0.9822 0.0043
54554.04 0.9865 0.0046
54554.06 0.9897 0.0046
54554.08 0.9974 0.0044
54554.10 0.9846 0.0059
54554.12 1.0108 0.0060
54554.14 1.0090 0.0042
54554.16 0.9966 0.0052
54554.82 1.0277 0.0036
54554.84 1.0186 0.0037
54554.86 1.0372 0.0029
54554.88 1.0242 0.0027
54554.90 1.0240 0.0029
54554.92 1.0346 0.0036
54554.94 1.0361 0.0036
54554.96 1.0407 0.0039
54554.98 1.0371 0.0039
54555.00 1.0283 0.0039
54555.02 1.0279 0.0042
54555.04 1.0269 0.0055
54555.06 1.0238 0.0048
54555.08 1.0141 0.0043
54555.10 1.0172 0.0034
54555.12 1.0077 0.0036
54555.14 1.0262 0.0035
54555.16 1.0280 0.0042
54555.80 1.0407 0.0096
54555.82 1.0268 0.0053
54555.84 1.0139 0.0047
54555.86 1.0344 0.0033
54555.88 1.0335 0.0038
54555.90 1.0320 0.0035
54555.92 1.0261 0.0037
54555.94 1.0151 0.0075
54555.96 1.0086 0.0035
54555.98 1.0110 0.0043
54556.00 0.9994 0.0046
54556.02 0.9944 0.0039
54556.04 0.9939 0.0046
54556.06 1.0009 0.0047
54556.08 0.9940 0.0041
54556.10 0.9937 0.0033
54556.12 0.9896 0.0032
54556.14 0.9990 0.0035
54556.16 0.9670 0.0057
54556.80 0.9934 0.0050
54556.82 0.9772 0.0037
54556.84 0.9684 0.0041
54556.86 0.9746 0.0029
54556.88 0.9712 0.0029
54556.90 0.9815 0.0030
54556.92 0.9828 0.0034
54556.94 0.9785 0.0029
54556.96 0.9739 0.0032
54556.98 0.9753 0.0030
54557.00 0.9885 0.0034
54557.02 0.9774 0.0042
54557.04 0.9802 0.0046
54557.06 0.9769 0.0035
54557.08 0.9751 0.0042
54557.10 0.9817 0.0031
54557.12 0.9804 0.0031
54557.16 0.9882 0.0049
54557.82 1.0344 0.0048
54557.84 1.0476 0.0056
54557.94 1.0600 0.0045
54557.96 1.0574 0.0034
54557.98 1.0460 0.0033
54558.00 1.0444 0.0034
54558.02 1.0393 0.0029
54558.04 1.0426 0.0031
54558.06 1.0423 0.0029
54558.08 1.0402 0.0029
54558.10 1.0400 0.0028
54558.12 1.0311 0.0026
54558.14 1.0419 0.0034
54558.16 1.0313 0.0039
54559.80 0.9632 0.0036
54559.82 0.9502 0.0038
54559.84 0.9582 0.0029
54559.86 0.9525 0.0031
54559.88 0.9512 0.0027
54559.90 0.9577 0.0027
54559.92 0.9695 0.0031
54559.94 0.9646 0.0031
54559.96 0.9589 0.0030
54559.98 0.9562 0.0030
54560.00 0.9488 0.0033
54560.02 0.9451 0.0043
54560.08 0.9588 0.0030
54560.10 0.9599 0.0046
54560.14 0.9647 0.0042
54560.16 0.9613 0.0039
54560.80 1.0319 0.0046
54560.82 1.0220 0.0039
54560.84 1.0392 0.0033
54560.86 1.0334 0.0031
54560.88 1.0312 0.0043
54560.90 1.0256 0.0061
54561.08 1.0297 0.0110
54561.14 1.0440 0.0034
54561.16 1.0400 0.0033
54561.80 1.0575 0.0036
54561.82 1.0555 0.0035
54561.84 1.0565 0.0030
54561.86 1.0532 0.0029
54561.88 1.0530 0.0027
54561.90 1.0513 0.0032
54561.92 1.0551 0.0028
54561.94 1.0487 0.0030
54561.96 1.0433 0.0029
54561.98 1.0355 0.0031
54562.00 1.0354 0.0029
54562.02 1.0403 0.0030
54562.04 1.0238 0.0028
54562.06 1.0389 0.0026
54562.08 1.0431 0.0029
54562.10 1.0250 0.0037
54563.78 1.0067 0.0056
54563.80 1.0081 0.0035
54563.82 0.9977 0.0033
54563.84 1.0081 0.0028
54563.86 1.0085 0.0030
54563.88 1.0084 0.0028
54563.90 1.0058 0.0031
54563.92 1.0133 0.0031
54563.94 1.0075 0.0031
54563.96 1.0103 0.0027
54563.98 1.0108 0.0033
54564.00 1.0149 0.0028
54564.02 1.0074 0.0031
54564.04 1.0181 0.0028
54564.06 1.0157 0.0027
54564.08 1.0202 0.0027
54564.10 1.0226 0.0029
54564.12 1.0316 0.0024
54564.14 1.0223 0.0048
54564.16 1.0123 0.0046
54564.78 1.0810 0.0047
54564.80 1.0614 0.0035
54564.82 1.0653 0.0036
54564.84 1.0706 0.0029
54564.86 1.0721 0.0028
54564.88 1.0712 0.0027
54564.90 1.0758 0.0033
54564.92 1.0701 0.0030
54564.94 1.0653 0.0031
54564.96 1.0646 0.0031
54564.98 1.0635 0.0033
54565.00 1.0587 0.0028
54565.02 1.0632 0.0029
54565.04 1.0670 0.0028
54565.06 1.0598 0.0025
54565.08 1.0553 0.0027
54565.10 1.0549 0.0024
54565.12 1.0540 0.0023
54565.14 1.0557 0.0040
54565.16 1.0520 0.0036
54565.78 1.0018 0.0040
54565.80 0.9756 0.0034
54565.82 0.9883 0.0033
54565.84 0.9886 0.0026
54565.86 0.9863 0.0027
54565.88 0.9762 0.0028
54565.90 0.9763 0.0029
54565.92 0.9724 0.0029
54565.94 0.9652 0.0030
54565.96 0.9663 0.0032
54565.98 0.9589 0.0042
54566.00 0.9550 0.0036
54566.02 0.9564 0.0043
54566.04 0.9535 0.0034
54566.06 0.9544 0.0037
54566.08 0.9447 0.0030
54566.10 0.9477 0.0024
54566.12 0.9474 0.0026
54566.86 0.9731 0.0066
54566.88 0.9739 0.0031
54566.90 0.9767 0.0034
54566.92 0.9702 0.0067
54566.94 0.9737 0.0037
54566.96 0.9665 0.0031
54566.98 0.9761 0.0029
54567.00 0.9762 0.0026
54567.02 0.9830 0.0028
54567.04 0.9880 0.0027
54567.06 0.9836 0.0025
54567.08 0.9944 0.0025
54567.10 0.9913 0.0024
54567.12 1.0007 0.0023
54567.14 1.0132 0.0044
54567.16 0.9965 0.0039
54567.78 1.0831 0.0050
54567.80 1.0601 0.0050
54567.82 1.0625 0.0039
54567.84 1.0587 0.0037
54567.86 1.0622 0.0039
54567.88 1.0664 0.0040
54567.90 1.0692 0.0033
54567.92 1.0643 0.0032
54567.94 1.0644 0.0037
54567.96 1.0583 0.0050
54567.98 1.0624 0.0035
54568.00 1.0604 0.0041
54568.06 1.0726 0.0062
54568.78 1.0512 0.0058
54568.80 1.0322 0.0057
54568.82 1.0320 0.0044
54568.84 1.0260 0.0045
54568.86 1.0344 0.0075
54569.78 0.9632 0.0066
54569.80 0.9349 0.0058
54569.82 0.9443 0.0051
54569.84 0.9480 0.0044
54569.86 0.9524 0.0057
54569.90 0.9437 0.0057
54569.92 0.9404 0.0063
54569.96 0.9387 0.0043
54570.76 1.0867 0.0117
54570.78 1.0439 0.0068
54570.80 1.0232 0.0063
54570.82 1.0551 0.0051
54570.84 1.0522 0.0050
54570.86 1.0674 0.0047
54570.88 1.0673 0.0050
54570.90 1.0589 0.0045
54570.92 1.0613 0.0046
54570.94 1.0515 0.0045
54570.96 1.0443 0.0049
54570.98 1.0441 0.0071
54571.76 1.0781 0.0100
54571.78 1.0941 0.0074
54571.80 1.0617 0.0078
54571.82 1.0838 0.0054
54571.84 1.0691 0.0051
54571.86 1.0667 0.0051
54571.88 1.0604 0.0055
54571.90 1.0603 0.0052
54571.92 1.0583 0.0054
54571.94 1.0418 0.0051
54571.96 1.0440 0.0050
54571.98 1.0125 0.0042
54572.00 1.0165 0.0042
54572.02 1.0315 0.0040
54572.04 1.0309 0.0033
54572.06 1.0362 0.0027
54572.08 1.0320 0.0024
54572.10 1.0240 0.0024
54572.12 1.0317 0.0026
54572.14 1.0162 0.0043
54572.16 1.0124 0.0037
54572.76 0.9610 0.0101
54572.78 0.9589 0.0086
54572.80 0.9156 0.0067
54572.82 0.9274 0.0057
54572.84 0.9345 0.0068
54572.86 0.9470 0.0074
54572.88 0.9345 0.0079
54572.90 0.9388 0.0063
54572.92 0.9170 0.0075
54572.94 0.9463 0.0068
54572.96 0.9047 0.0066
54572.98 0.9166 0.0063
54573.00 0.9093 0.0067
54573.02 0.8907 0.0074
54573.04 0.9131 0.0066
54573.06 0.9195 0.0066
54573.08 0.9057 0.0050
54573.10 0.9280 0.0031
54573.12 0.9296 0.0041
54573.14 0.9269 0.0063
54573.16 0.9203 0.0042
54573.82 1.0277 0.0067
54573.84 1.0255 0.0062
54573.86 1.0396 0.0068
54573.88 1.0249 0.0074
54573.90 1.0286 0.0072
54573.92 1.0177 0.0071
54573.94 1.0317 0.0068
54573.96 1.0257 0.0065
54573.98 1.0196 0.0055
54574.00 0.9980 0.0065
54574.02 1.0067 0.0070
54574.04 0.9919 0.0068
54574.06 0.9716 0.0066
54574.08 1.0057 0.0092
54574.10 1.0354 0.0078
54574.12 1.0462 0.0084
54574.14 1.0442 0.0077
54579.74 0.9572 0.0059
54579.76 0.9507 0.0067
54579.78 0.9562 0.0070
54579.80 0.9463 0.0071
54579.82 0.9672 0.0074
54579.84 0.9579 0.0069
54579.86 0.9432 0.0072
54579.88 0.9442 0.0067
54579.90 0.9468 0.0073
54579.92 0.9339 0.0066
54579.94 0.9417 0.0066
54579.96 0.9489 0.0057
54579.98 0.9305 0.0062
54580.00 0.9299 0.0069
54580.02 0.9129 0.0063
54580.04 0.9278 0.0065
54580.06 0.9266 0.0055
54580.08 0.9345 0.0061
54580.10 0.9481 0.0069
54580.74 1.0617 0.0044
54580.76 1.0530 0.0040
54580.78 1.0503 0.0050
54580.80 1.0702 0.0066
54580.82 1.0663 0.0070
54580.84 1.0631 0.0082
54580.86 1.0767 0.0071
54580.88 1.0596 0.0072
54580.90 1.0632 0.0071
54580.92 1.0833 0.0085
54580.94 1.0745 0.0073
54580.96 1.0867 0.0067
54580.98 1.0692 0.0067
54581.00 1.0526 0.0062
54581.02 1.0696 0.0065
54581.04 1.0670 0.0083
54581.06 1.0462 0.0108
54581.08 1.0730 0.0056
54581.10 1.0950 0.0076
54582.00 0.9355 0.0120
54582.02 0.9600 0.0090
54582.04 0.9600 0.0077
54582.06 0.9829 0.0059
54582.08 0.9654 0.0071
54582.74 0.9320 0.0036
54582.76 0.9283 0.0036
54582.78 0.9333 0.0034
54582.80 0.9257 0.0043
54582.82 0.9401 0.0037
54582.84 0.9408 0.0040
54582.86 0.9301 0.0045
54582.88 0.9351 0.0055
54582.90 0.9297 0.0072
54583.74 1.0263 0.0040
54583.76 1.0250 0.0041
54583.78 1.0385 0.0040
54583.80 1.0514 0.0047
54583.82 1.0458 0.0041
54583.84 1.0562 0.0047
54583.86 1.0508 0.0040
54583.88 1.0372 0.0046
54584.72 1.0979 0.0067
54584.74 1.0891 0.0041
54584.76 1.0851 0.0045
54584.78 1.0736 0.0044
54584.80 1.0660 0.0063
54585.72 0.9591 0.0064
54585.74 0.9654 0.0037
54585.76 0.9518 0.0036
54585.78 0.9486 0.0039
54585.80 0.9526 0.0041
54585.82 0.9561 0.0040
54585.84 0.9538 0.0043
54585.86 0.9356 0.0043
54585.88 0.9432 0.0040
54585.90 0.9364 0.0039
54585.92 0.9483 0.0043
54585.94 0.9485 0.0037
54585.96 0.9412 0.0043
54585.98 0.9477 0.0039
54586.00 0.9438 0.0049
54586.02 0.9356 0.0045
54586.04 0.9516 0.0054
54586.06 0.9521 0.0050
54586.08 0.9610 0.0061
54587.72 1.1036 0.0050
54587.74 1.1041 0.0039
54587.76 1.1156 0.0038
54587.78 1.1065 0.0044
54587.80 1.1040 0.0043
54587.82 1.1111 0.0046
54587.84 1.1009 0.0046
54587.86 1.1052 0.0047
54587.88 1.0927 0.0047
54587.90 1.0948 0.0047
54587.94 1.1102 0.0042
54588.78 0.9730 0.0075
54591.72 1.0280 0.0054
54591.74 1.0057 0.0047
54591.76 1.0150 0.0055
54591.78 1.0150 0.0046
54591.80 1.0116 0.0043
54591.82 1.0100 0.0051
54591.84 1.0044 0.0045
54591.86 0.9973 0.0050
54591.88 0.9949 0.0062
54591.90 1.0024 0.0047
54591.92 0.9932 0.0042
54593.72 1.0437 0.0043
54593.74 1.0212 0.0041
54593.76 1.0353 0.0040
54593.78 1.0362 0.0040
54593.80 1.0504 0.0040
54593.82 1.0522 0.0045
54593.84 1.0479 0.0045
54593.86 1.0503 0.0046
54593.88 1.0518 0.0045
54593.90 1.0618 0.0051
54593.94 1.0534 0.0047
54593.96 1.0480 0.0050
54593.98 1.0668 0.0050
54594.02 1.0582 0.0044
54594.04 1.0662 0.0053
54594.06 1.0676 0.0055
54596.72 1.0259 0.0056
54596.74 1.0346 0.0056
54599.86 0.9972 0.0097
54608.72 1.0059 0.0055
54608.74 1.0120 0.0059
54608.76 1.0057 0.0071
54608.78 1.0325 0.0088
54608.80 1.0011 0.0077
54608.82 0.9940 0.0076
54608.84 1.0161 0.0077
54608.86 1.0259 0.0082
54608.88 1.0129 0.0070
54608.90 1.0282 0.0074
54608.92 0.9949 0.0066
54608.94 0.9828 0.0066
54608.96 0.9898 0.0063
54608.98 0.9846 0.0057
54609.00 0.9751 0.0077
54609.02 1.0069 0.0088
54611.80 1.0031 0.0057
54611.82 1.0039 0.0047
54611.92 1.0123 0.0082
54611.96 0.9971 0.0057
54611.98 1.0278 0.0062
54612.00 1.0240 0.0068
54613.70 0.9999 0.0071
54613.72 0.9974 0.0033
54613.74 0.9981 0.0032
54613.76 1.0045 0.0042
54613.78 0.9950 0.0036
54613.80 0.9913 0.0036
54613.82 0.9914 0.0036
54613.84 0.9942 0.0042
54613.86 0.9923 0.0037
54613.88 0.9896 0.0037
54613.90 0.9846 0.0042
54613.92 0.9884 0.0037
54613.94 0.9768 0.0046
54613.96 0.9731 0.0044
54613.98 0.9783 0.0054
54614.00 0.9767 0.0070
